"MS1.MS2" "AT" "BE" "BG" "CH" "CY" "CZ" "DE" "DK" "EE" "EL" "ES" "FI" "FR" "HR" "HU" "IE" "IS" "IT" "LI" "LT" "LU" "LV" "ME" "MK" "MT" "NL" "NO" "PL" "PT" "RO" "SE" "SI" "SK" "TR" "UK"
"FR-ME" 0 0 0 0 0 0 0 0 0 0 0 0 321755.12852345 307265.241330308 0 0 0 432105.804379322 0 0 0 0 64412.4272367731 0 0 0 0 0 0 0 0 0 0 0 0
"FR-MK" 0 0 0 0 0 0 0 0 0 0 0 0 310951.020073555 3522.62356426092 0 0 0 450929.376488337 0 0 0 0 406.340651994596 85759.7441126573 0 0 0 0 0 0 0 0 0 0 0
"FR-MT" 0 0 0 0 0 0 0 0 0 0 0 0 465149.1645535 0 0 0 0 9892.823214216 0 0 0 0 0 0 3416.80910587048 0 0 0 0 0 0 0 0 0 0
"FR-NL" 0 165198.071550222 0 0 0 0 0 0 0 0 0 0 396566.316334259 0 0 0 0 0 0 0 0 0 0 0 0 86458.8861829469 0 0 0 0 0 0 0 0 0
"FR-NO" 0 147848.753574263 0 0 0 0 0 0 0 0 0 0 412485.656492687 0 0 0 0 0 0 0 0 0 0 0 0 260.506964027646 393551.313454132 0 0 0 0 0 0 0 0
"FR-PL" 0 0 0 0 0 238630.552850149 389940.685734685 0 0 0 0 0 417749.610517911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 283259.666732515 0 0 0 0 0 0 0
"FR-PT" 0 0 0 0 0 0 0 0 0 0 325464.233400941 0 400429.138440083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185384.093458081 0 0 0 0 0 0
"FR-RO" 371691.619091352 0 0 276624.892954599 0 0 0 0 0 0 0 0 269169.499096474 0 378325.854426762 0 0 82425.992009735 0 0 0 0 0 0 0 0 0 0 0 289767.934980684 0 26425.6261946791 0 0 0
"FR-SE" 0 129199.466114035 0 0 0 0 529893.395809436 14169.5096526396 0 0 0 0 391710.519081737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 310272.593100194 0 0 0 0
"FR-SI" 0 0 0 240312.012058997 0 0 0 0 0 0 0 0 247931.694155589 0 0 0 0 318916.541523852 0 0 0 0 0 0 0 0 0 0 0 0 0 109347.063892511 0 0 0
"FR-SK" 308146.02130396 0 0 163861.289116117 0 0 281051.971996267 0 0 0 0 0 325219.530489084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 186315.859664399 0 0
"FR-TR" 0 0 462243.109833046 150511.339339586 0 0 0 0 0 0 0 0 246556.475165587 57426.1305741086 0 0 0 436536.183841347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20852.809431916 0
"FR-UK" 0 0 0 0 0 0 0 0 0 0 0 0 408293.085411965 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 257665.448787646
"HR-AT" 140592.606381938 0 0 0 0 0 0 0 0 0 0 0 0 87928.9315277885 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94221.3780675981 0 0 0
"HR-BE" 219372.537030466 142008.090742275 0 0 0 0 510635.797575537 0 0 0 0 0 0 89658.3631024675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115605.621625144 0 0 0
"HR-BG" 0 0 191368.117712761 0 0 0 0 0 0 0 0 0 0 19163.1205491741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HR-CH" 0 0 0 4687.75546221133 0 0 0 0 0 0 0 0 0 86904.1321126186 0 0 0 263126.82099517 0 0 0 0 0 0 0 0 0 0 0 0 0 137256.164044247 0 0 0
"HR-CY" 0 0 139906.76654029 0 36106.4239764449 0 0 0 0 104692.267178653 0 0 0 14777.2337499879 0 0 0 0 0 0 0 0 0 24477.3623538236 0 0 0 0 0 0 0 0 0 820065.444656665 0
"HR-CZ" 224497.285191606 0 0 0 0 102892.461502654 0 0 0 0 0 0 0 123199.96331177 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51975.1244223958 0 0 0
"HR-DE" 233568.387274093 0 0 0 0 0 335415.052669337 0 0 0 0 0 0 84075.6758258468 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 101118.203844628 0 0 0
"HR-DK" 222149.534013547 0 0 0 0 246051.526262568 506082.314595105 8688.33617257678 0 0 0 0 0 116047.984675369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49603.6294224428 0 0 0
"HR-EE" 0 0 0 0 0 20550.6009036416 0 0 78712.6793463426 0 0 0 0 120927.764261799 174043.501653151 0 0 0 0 159637.187223056 0 209870.474949686 0 0 0 0 0 562700.032628613 0 0 0 0 205502.751212319 0 0
"HR-EL" 0 0 0 0 0 0 0 0 0 229238.282871985 0 0 0 15556.5296543354 0 0 0 0 0 0 0 0 109774.661750907 95681.9972378834 0 0 0 0 0 0 0 0 0 0 0
"HR-ES" 0 0 0 0 0 0 0 0 0 0 33681.6318737261 0 108131.19924928 34734.9975155039 0 0 0 212671.339405858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HR-FI" 0 0 0 0 0 136904.812090723 0 0 7292.75997324764 0 0 8234.65115645294 0 126963.063714679 183868.762219591 0 0 0 0 0 0 9891.17446701906 0 0 0 0 0 509372.091397078 0 0 0 0 91084.883947418 0 0
"HR-FR" 0 0 0 182889.479636919 0 0 0 0 0 0 0 0 38835.6765922127 87637.6268153047 0 0 0 373937.602150554 0 0 0 0 0 0 0 0 0 0 0 0 0 107706.022479938 0 0 0
"HR-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 168816.596018316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HR-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 106509.598828456 196750.608522244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HR-IE" 208100.839224651 79628.1471803339 0 0 0 0 375162.65508511 0 0 0 0 0 373677.673649216 94458.3065230628 0 139710.229817854 0 0 0 0 21946.540274702 0 0 0 0 0 0 0 0 0 0 148888.765973533 0 0 384929.242306225
"HR-IS" 229453.229214797 0 0 0 0 0 730459.164793365 0 0 0 0 0 0 93891.5772752065 0 0 164156.847512661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86253.5363274492 0 0 738.588576270078
"HR-IT" 0 0 0 0 0 0 0 0 0 0 0 0 0 27796.4577661942 0 0 0 90103.8419784831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HR-LI" 101151.03269098 0 0 12319.5181332492 0 0 0 0 0 0 0 0 0 90351.925290558 0 0 0 210748.03659353 5754.66106686516 0 0 0 0 0 0 0 0 0 0 0 0 142852.044745666 0 0 0
"HR-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 115938.670993037 180278.061870745 0 0 0 0 120425.189876918 0 0 0 0 0 0 0 619451.675905036 0 0 0 0 202065.837970411 0 0
"HR-LU" 210899.436121994 0 0 0 0 0 445119.480468051 0 0 0 0 0 0 93232.896969455 0 0 0 0 0 0 28494.8903278872 0 0 0 0 0 0 0 0 0 0 140357.131982396 0 0 0
"HR-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 116840.320173896 176921.141416477 0 0 0 0 227139.698041134 0 72553.2064316473 0 0 0 0 0 594011.365161054 0 0 0 0 215090.75869471 0 0
"HR-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 15504.1209951145 0 0 0 0 0 0 0 0 68710.2914768476 0 0 0 0 0 0 0 0 0 0 0 0
"HR-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 14511.2773402228 0 0 0 0 0 0 0 0 224298.840200576 84812.5677576229 0 0 0 0 0 0 0 0 0 0 0
"HR-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 32730.4302996258 0 0 0 669434.739913102 0 0 0 0 0 0 6402.02981755436 0 0 0 0 0 0 0 0 0 0
"HR-NL" 176871.98423579 0 0 0 0 0 691628.296699796 0 0 0 0 0 0 82001.6632755577 0 0 0 0 0 0 0 0 0 0 0 46346.5063190381 0 0 0 0 0 102449.235789871 0 0 0
"HR-NO" 257063.807179027 0 0 0 0 235222.12956551 565800.988721715 13785.0518375952 0 0 0 0 0 118265.27601505 0 0 0 0 0 0 0 0 0 0 0 0 2248.17866393788 0 0 0 160201.093658377 41282.9406868609 0 0 0
"HR-PL" 0 0 0 0 0 102413.114105851 0 0 0 0 0 0 0 124438.745969967 176059.792012539 0 0 0 0 0 0 0 0 0 0 0 0 205713.496423656 0 0 0 0 135066.539097741 0 0
"HR-PT" 0 0 0 0 0 0 0 0 0 0 601948.454066504 0 609333.191936334 129239.059985605 0 0 0 427002.603048665 0 0 0 0 0 0 0 0 0 0 101669.861294662 0 0 0 0 0 0
"HR-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 206069.848162705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 339391.259665831 0 0 0 0 0
"HR-SE" 199530.471639073 0 0 0 0 215760.496583914 0 0 0 0 0 0 0 121040.60345392 8990.1551418598 0 0 0 0 0 0 0 0 0 0 0 0 391891.129535783 0 0 366286.533742037 55469.8733189726 0 0 0
"HR-SI" 0 0 0 0 0 0 0 0 0 0 0 0 0 91285.3561367905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59699.8969422454 0 0 0
"HR-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 114624.384674729 206982.762031597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128624.294511449 0 0
"HR-TR" 0 0 488035.107848256 0 0 0 0 0 0 0 0 0 0 38407.4932082687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 361120.497607289 0
"HR-UK" 219621.398517453 250648.477567023 0 0 0 0 510644.917902806 0 0 0 0 0 0 89823.8464934018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115879.007154841 0 0 6145.64973819578
"HU-AT" 206927.189078439 0 0 0 0 0 0 0 0 0 0 0 0 0 189406.309276613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-BE" 211927.734638803 128200.189251308 0 0 0 51488.4913037321 580518.96908887 0 0 0 0 0 0 0 171535.094433457 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-BG" 0 0 183355.926465966 0 0 0 0 0 0 0 0 0 0 0 162654.733317566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 342362.351075709 0 0 0 0 0
"HU-CH" 497331.645631718 0 0 122343.920727358 0 0 0 0 0 0 0 0 0 0 204634.404225884 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-CY" 0 0 296635.508464587 0 44905.6914318717 0 0 0 0 27054.0651469386 0 0 0 0 166823.661037085 0 0 0 0 0 0 0 0 0 0 0 0 0 0 368075.273478597 0 0 0 873678.837668089 0
"HU-CZ" 0 0 0 0 0 156391.422485742 0 0 0 0 0 0 0 0 80968.3280261978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 151282.317525466 0 0
"HU-DE" 185276.409884442 0 0 0 0 196058.389655163 2197.70216416561 0 0 0 0 0 0 0 147486.046213472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25369.2364773562 0 0
"HU-DK" 0 0 0 0 0 197015.487206628 303908.812924577 23440.34356541 0 0 0 0 0 0 70627.4117737256 0 0 0 0 0 0 0 0 0 0 0 0 209231.490774184 0 0 0 0 141632.940696462 0 0
"HU-EE" 0 0 0 0 0 0 0 0 76141.6610752739 0 0 0 0 0 117523.258111069 0 0 0 0 225034.694516241 0 210988.33852532 0 0 0 0 0 607935.929596736 0 0 0 0 112999.593746826 0 0
"HU-EL" 0 0 0 0 0 0 0 0 0 76693.2205395108 0 0 0 0 125542.712358414 0 0 0 0 0 0 0 0 135663.488985396 0 0 0 0 0 0 0 0 0 0 0
"HU-ES" 0 0 0 0 0 0 0 0 0 0 413091.984355751 0 218917.747117904 0 214600.112589621 0 0 548241.185580431 0 0 0 0 0 0 0 0 0 0 0 0 0 235697.976038779 0 0 0
"HU-FI" 0 0 0 0 0 0 0 0 1238.93719461388 0 0 556.8236015273 0 0 98318.2620567844 0 0 0 0 135805.948430276 0 155380.80740807 0 0 0 0 0 559093.542143475 0 0 0 0 148420.616737972 0 0
"HU-FR" 517890.533147452 0 0 232961.500284794 0 0 0 0 0 0 0 0 273907.56056083 0 202360.968275625 0 0 0 9263.50560084825 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 106509.598828456 196750.608522244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172880.830725127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-IE" 193998.931824811 106000.227300913 0 0 0 132967.658315041 556431.487208957 0 0 0 0 0 0 0 172405.906759202 142146.420277436 0 0 0 0 0 0 0 0 0 5194.40275037655 0 0 0 0 0 0 0 0 507682.828885616
"HU-IS" 0 0 0 0 0 290224.32635867 574006.171677153 2633.00716096594 0 0 0 0 0 0 75257.1809288406 0 1926.39147452923 0 0 0 0 0 0 0 0 0 0 5453.34573945155 0 0 0 0 145679.725808511 0 4896.02970040202
"HU-IT" 0 0 0 0 0 0 0 0 0 0 0 0 0 211889.001294941 196268.837022788 0 0 86629.4800857102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-LI" 519718.761090274 0 0 0 0 0 0 0 0 0 0 0 0 0 200809.712694543 0 0 0 5172.0226361546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120861.481675285 0 0 0 0 124737.159670699 0 0 0 0 0 0 0 588040.010037782 0 0 0 0 128745.759517246 0 0
"HU-LU" 285165.633387317 0 0 0 0 0 522644.667051259 0 0 0 0 0 0 0 165466.137823336 0 0 0 0 0 30154.73146975 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"HU-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120895.941298619 0 0 0 0 235104.057135721 0 72233.7829951326 0 0 0 0 0 588639.888901417 0 0 0 0 126529.319036179 0 0
"HU-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 8061.68610556371 135893.604001641 0 0 0 0 0 0 0 76900.66295322 0 0 0 0 0 0 0 0 0 0 0 0
"HU-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 122383.690567616 0 0 0 0 0 0 0 0 76646.2628720846 0 0 0 0 0 0 0 0 0 0 0
"HU-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 522392.511011679 173453.097888278 0 0 615711.614663185 0 0 0 0 0 0 6028.60493698666 0 0 0 0 0 0 0 0 0 0
"HU-NL" 180410.058648267 0 0 0 0 204294.01442449 483875.759953819 0 0 0 0 0 0 0 106726.821382834 0 0 0 0 0 0 0 0 0 0 68480.7455104199 0 0 0 0 0 0 79095.8624973434 0 0
"HU-NO" 0 0 0 0 0 104503.842857949 0 11381.2118757129 0 0 0 0 0 0 70496.8708024997 0 0 0 0 0 0 0 0 0 0 0 282103.853391908 585851.148353005 0 0 392934.267783746 0 164444.888640429 0 0
"HU-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94386.6193724868 0 0 0 0 0 0 0 0 0 0 0 0 236754.285767685 0 0 0 0 163785.236620492 0 0
"HU-PT" 163286.298361336 0 0 0 0 0 0 0 0 0 535119.003586749 0 674064.749831181 0 219180.969288018 0 0 549251.291790804 0 0 0 0 0 0 0 0 0 0 108024.698805097 0 0 39822.7939419097 0 0 0
"HU-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185790.271468591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 277562.218053878 0 0 0 0 0
"HU-SE" 0 0 0 0 0 52678.3517573526 0 0 0 0 0 0 0 0 94928.8748888699 0 0 0 0 0 0 0 0 0 0 0 0 532326.023548554 0 0 4841.47035463885 0 158855.376157289 0 0
"HU-SI" 0 0 0 0 0 0 0 0 0 0 0 0 0 9698.4117675404 214799.936825695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8365.85337167194 0 0 0
"HU-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98045.7782544882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 72732.3420401786 0 0
"HU-TR" 0 0 150812.363182489 0 0 0 0 0 0 0 0 0 0 0 181581.119216613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 488634.537462924 0 0 0 311440.967633935 0
"HU-UK" 182151.248175794 0 0 0 0 188739.880981645 502637.473766199 0 0 0 0 0 0 0 161744.554811391 0 0 0 0 0 0 0 0 0 0 167834.245043572 0 0 0 0 0 0 11961.6474137675 0 246354.396560324
"IE-AT" 99267.0319423868 271577.38811028 0 0 0 0 533385.472416343 0 0 0 0 0 0 0 0 138910.291695965 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 350469.806888311
"IE-BE" 0 119625.958926833 0 0 0 0 0 0 0 0 0 0 0 0 0 140004.223141366 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 351550.136771326
"IE-BG" 285245.912792516 269955.3227693 254186.211580427 0 0 0 533375.918899396 0 0 0 0 0 0 38255.8159225862 189193.971825358 138959.605059983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33694.8653189102 0 0 350812.758283799
"IE-CH" 0 0 0 8008.41010837819 0 0 0 0 0 0 0 0 509603.978543591 0 0 143491.10359033 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 480351.554593955
"IE-CY" 245681.538556601 195316.660306709 162028.23564286 0 36923.0356691408 0 463372.181014308 0 0 99259.4747321428 0 0 110858.198433794 172541.301645214 0 139126.069753321 0 0 0 0 52575.8563688251 0 0 0 0 0 0 0 0 0 0 94466.8987879994 0 789834.20390509 397083.558534666
"IE-CZ" 0 0 0 0 0 12866.5507282983 499157.949739048 0 0 0 0 0 0 0 0 140240.77935267 0 0 0 0 0 0 0 0 0 127712.368819617 0 0 0 0 0 0 0 0 602364.812077395
"IE-DE" 0 5942.21244031929 0 0 0 0 276308.858267856 0 0 0 0 0 0 0 0 142861.139002945 0 0 0 0 0 0 0 0 0 167852.971748614 0 0 0 0 0 0 0 0 587068.457003364
"IE-DK" 0 0 0 0 0 0 0 1686.14129975011 0 0 0 0 0 0 0 143895.262201289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4156.45465362086
"IE-EE" 0 0 0 0 0 0 0 57608.3949242586 1095.85996838999 0 0 0 0 0 0 143183.88856952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 297549.599338393 0 0 0 152647.545951869
"IE-EL" 0 0 0 205371.930794861 0 0 59738.458637696 0 0 243518.794399032 0 0 514248.936092227 4322.01674184833 0 138446.429569351 0 190186.897115396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 466111.910453321
"IE-ES" 0 0 0 0 0 0 0 0 0 0 324291.745410648 0 0 0 0 119851.130072157 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IE-FI" 0 0 0 0 0 0 0 0 0 0 0 1652.18550181776 0 0 0 166900.831646052 0 0 0 0 0 0 0 0 0 0 448998.514159113 0 0 0 274655.712943543 0 0 0 47683.2290471321
"IE-FR" 0 0 0 0 0 0 0 0 0 0 0 0 495589.324617617 0 0 156818.524187152 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81482.305317809
"IE-HR" 208100.839224651 139957.612351896 0 0 0 0 414024.125836252 0 0 0 0 0 228654.857088906 94458.3065230628 0 139710.229817854 0 0 0 0 21946.540274702 0 0 0 0 0 0 0 0 0 0 148888.765973533 0 0 384929.242306225
"IE-HU" 193998.931824811 117469.914404055 0 0 0 132967.658315041 556431.487208957 0 0 0 0 0 0 0 172405.906759202 142146.420277436 0 0 0 0 0 0 0 0 0 60765.6231039672 0 0 0 0 0 0 0 0 359264.687433078
"IE-IE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 149794.816939162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IE-IS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135339.040548474 151966.6878353 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IE-IT" 0 0 0 153448.690675048 0 0 0 0 0 0 0 0 547440.599374783 0 0 143443.963892882 0 428604.712272882 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 452618.081207269
"IE-LI" 0 0 0 90068.2586533652 0 0 83007.2634546117 0 0 0 0 0 508346.694242776 0 0 138088.75109941 0 0 5937.91130503334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 463309.769730044
"IE-LT" 0 0 0 0 0 0 0 273030.756508996 0 0 0 0 0 0 0 140475.216182628 0 0 0 1475.19899474386 0 0 0 0 0 0 0 0 0 0 89499.4411585716 0 0 0 161731.066399112
"IE-LU" 0 236184.270190948 0 0 0 0 0 0 0 0 0 0 63522.3449780007 0 0 138922.164987173 0 0 0 0 25052.2801089197 0 0 0 0 0 0 0 0 0 0 0 0 0 400455.27955196
"IE-LV" 0 0 0 0 0 0 0 304291.032567516 0 0 0 0 0 0 0 142575.146001675 0 0 0 0 0 231269.149912134 0 0 0 0 0 0 0 0 211931.174767898 0 0 0 149403.711572376
"IE-ME" 115540.995322667 0 0 0 0 0 192408.135027627 0 0 0 0 0 508775.626611894 143564.052378239 0 138784.205523032 0 219195.053380533 0 0 0 0 62877.3161474764 0 0 0 0 0 0 0 0 73581.5827340897 0 0 441805.169170287
"IE-MK" 103654.475662751 0 0 0 0 0 229373.670522696 0 0 0 0 0 508775.31200521 26520.462839413 0 139030.484754648 0 182215.202742884 0 0 0 0 128932.373345441 86380.6542649662 0 0 0 0 0 0 0 91073.8179678501 0 0 381187.781460317
"IE-MT" 0 0 0 0 0 0 0 0 0 0 0 0 953731.095527598 0 0 152585.730944049 0 2106.85638636082 0 0 0 0 0 0 3183.89506035581 0 0 0 0 0 0 0 0 0 84304.623005901
"IE-NL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140036.082899321 0 0 0 0 0 0 0 0 0 74768.6310823568 0 0 0 0 0 0 0 0 420243.921042297
"IE-NO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 145408.888130023 0 0 0 0 0 0 0 0 0 0 1025.99506176251 0 0 0 0 0 0 0 97013.2170823069
"IE-PL" 0 0 0 0 0 0 501973.090849982 0 0 0 0 0 0 0 0 136376.703022335 0 0 0 0 0 0 0 0 0 120333.881426303 0 344728.180948002 0 0 0 0 0 0 36422.8395119162
"IE-PT" 0 0 0 0 0 0 0 0 0 0 207621.735178502 0 0 0 0 145465.043753828 0 0 0 0 0 0 0 0 0 0 0 0 164587.22785779 0 0 0 0 0 0
"IE-RO" 0 0 0 0 0 391332.552912659 442632.04305104 0 0 0 0 0 0 0 202039.965765412 141322.330815249 0 0 0 0 0 0 0 0 0 161430.635479608 0 0 0 270076.681027712 0 0 189313.292537513 0 599426.53957391
"IE-SE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 151093.143214123 0 0 0 0 0 0 0 0 0 0 1439.23928047211 0 0 0 240643.234265149 0 0 0 118369.265166674
"IE-SI" 218459.101737872 175923.54804847 0 0 0 0 441414.215762042 0 0 0 0 0 155893.960859563 0 0 139602.147309372 0 0 0 0 38166.4966510457 0 0 0 0 0 0 0 0 0 0 73856.6171376509 0 0 388471.698555577
"IE-SK" 0 0 0 0 0 396406.343329734 512554.168775821 0 0 0 0 0 0 0 0 140223.726115151 0 0 0 0 0 0 0 0 0 128155.181036608 0 0 0 0 0 0 108516.696343429 0 602674.938941219
"IE-TR" 195577.739200222 112940.860069612 159091.143319173 0 0 109928.998641324 575625.258281806 0 0 0 0 0 0 0 355347.677323978 142041.85908146 0 0 0 0 0 0 0 0 0 23642.3245010801 0 0 0 478680.682560092 0 0 0 312504.999292806 372562.779835301
"IE-UK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 140004.026222672 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 170213.115243176
"IS-AT" 86414.3430204754 0 0 0 0 0 743220.591824769 0 0 0 0 0 0 0 0 0 163416.776028601 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IS-BE" 0 53844.9327419649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 153457.748929588 0 0 0 0 0 0 0 0 45397.7534316347 0 0 0 0 0 0 0 0 92541.3052905005
"IS-BG" 0 0 157818.794897589 0 0 211170.112948448 371280.385960408 263685.923808356 0 0 0 0 0 0 231306.443455377 0 188680.835856777 0 0 0 0 0 0 0 0 0 0 177618.951034776 0 360203.554013299 0 0 154052.831436472 0 5153.40238555012
"IS-CH" 0 202113.152261641 0 83180.1652572231 0 0 32595.1794673816 0 0 0 0 0 212112.499446378 0 0 0 153628.278551143 0 0 0 48225.928697111 0 0 0 0 19730.8481680809 0 0 0 0 0 0 0 0 10035.1390552566
"IS-CY" 0 0 247925.760081317 0 42395.5517018365 0 185850.555316499 21787.8065103603 0 0 0 0 0 0 151877.862268631 0 188910.974908815 0 0 0 0 0 0 0 0 0 0 566434.69965768 0 509276.527647217 0 0 118729.379315287 857429.484495703 2326.64580581635
"IS-CZ" 0 0 0 0 0 154256.840697641 605734.160268669 0 0 0 0 0 0 0 0 0 172123.501488354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5702.88962712268
"IS-DE" 0 0 0 0 0 0 320840.617016977 0 0 0 0 0 0 0 0 0 160803.939628978 0 0 0 0 0 0 0 0 100347.606528001 0 0 0 0 0 0 0 0 1139.57511911451
"IS-DK" 0 0 0 0 0 0 0 16477.0173281425 0 0 0 0 0 0 0 0 189548.222618628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7294.43420165913
"IS-EE" 0 0 0 0 0 0 0 0 5328.83525815527 0 0 4216.34656575258 0 0 0 0 220861.987248397 0 0 0 0 0 0 0 0 0 244963.023589354 0 0 0 290176.403780637 0 0 0 0
"IS-EL" 214238.755252993 0 0 0 0 250859.635267275 459075.08822639 0 0 210115.088331527 0 0 0 4414.07998680746 112706.806488134 0 169970.910061073 0 0 0 0 0 45144.5053573536 145886.440141971 0 0 0 0 0 0 0 0 0 0 0
"IS-ES" 0 0 0 0 0 0 0 0 0 0 320660.909118085 0 0 0 0 251381.455775204 152438.132909738 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IS-FI" 0 0 0 0 0 0 0 0 0 0 0 164543.794738338 0 0 0 0 230126.943487853 0 0 0 0 0 0 0 0 0 144040.16554153 0 0 0 337490.140357454 0 0 0 0
"IS-FR" 0 0 0 0 0 0 0 0 0 0 0 0 408351.735905348 0 0 0 153667.695747046 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1024261.28475166
"IS-HR" 229453.229214797 0 0 0 0 0 730459.164793365 0 0 0 0 0 0 2444.88807052185 0 0 164156.847512661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 72724.8977332418 0 0 738.588576270078
"IS-HU" 0 0 0 0 0 290224.32635867 581687.008760271 47958.6662430119 0 0 0 0 0 0 75257.1809288406 0 179571.898213324 0 0 0 0 0 0 0 0 0 0 5453.34573945155 0 0 0 0 145679.725808511 0 10243.5068408778
