"MS1.MS2" "AT" "BE" "BG" "CH" "CY" "CZ" "DE" "DK" "EE" "EL" "ES" "FI" "FR" "HR" "HU" "IE" "IS" "IT" "LI" "LT" "LU" "LV" "ME" "MK" "MT" "NL" "NO" "PL" "PT" "RO" "SE" "SI" "SK" "TR" "UK"
"NO-DE" 0 0 0 0 0 0 24910.9129853737 291375.107884448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 263826.485624526 0 0 0 0 0 0 0 0
"NO-DK" 0 0 0 0 0 0 0 56233.5540279594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 269057.671916971 0 0 0 0 0 0 0 0
"NO-EE" 0 0 0 0 0 0 0 0 148411.037195985 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164849.179553293 0 0 0 332252.510393443 0 0 0 0
"NO-EL" 0 0 0 0 0 59474.5418745258 0 21689.7124049002 0 65701.6591347262 0 0 0 0 229653.897138196 0 0 0 0 0 0 0 0 137044.892562534 0 0 271922.01083628 504615.998972083 0 4024.11828457216 392379.911049361 0 163618.477203754 0 0
"NO-ES" 0 0 0 0 0 0 0 0 0 0 300274.457095252 0 907863.025343012 0 0 0 0 0 0 0 0 0 0 0 0 0 399086.231064943 0 0 0 0 0 0 0 0
"NO-FI" 0 0 0 0 0 0 0 0 0 0 0 211541.148023924 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135508.155160902 0 0 0 280807.312281416 0 0 0 0
"NO-FR" 0 136842.906848167 0 0 0 0 0 0 0 0 0 0 325.007991406002 0 0 0 0 0 0 0 0 0 0 0 0 229059.151105364 393551.313454132 0 0 0 0 0 0 0 0
"NO-HR" 257063.807179027 0 0 0 0 238005.254567136 406968.110210878 13785.0518375952 0 0 0 0 0 118265.27601505 0 0 0 0 0 0 0 0 0 0 0 0 290863.918329132 0 0 0 10461.4748077531 41282.9406868609 0 0 0
"NO-HU" 0 0 0 0 0 123242.472679767 0 11381.2118757129 0 0 0 0 0 0 17070.4960643715 0 0 0 0 0 0 0 0 0 0 0 282103.853391908 459505.080337484 0 0 392934.267783746 0 145615.817275974 0 0
"NO-IE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 145408.888130023 0 0 0 0 0 0 0 0 0 0 185581.459611821 0 0 0 0 0 0 0 358145.439213987
"NO-IS" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 217637.518871858 0 0 0 0 0 0 0 0 0 166156.835855969 0 0 0 0 0 0 0 0
"NO-IT" 66755.2360706858 0 0 0 0 0 752585.624802145 54444.919217471 0 0 0 0 0 0 0 0 0 395782.121812681 0 0 0 0 0 0 0 0 266785.028402194 0 0 0 0 0 0 0 0
"NO-LI" 6070.57255917117 0 0 24786.0440292378 0 0 813867.239244818 276391.476697895 0 0 0 0 0 0 0 0 0 0 11204.7576309635 0 0 0 0 0 0 0 265266.120195445 0 0 0 0 0 0 0 0
"NO-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 169504.339023397 0 75842.2225041484 0 0 0 0 191458.930019735 0 0 0 320208.765328767 0 0 0 0
"NO-LU" 0 28725.7872470942 0 0 0 0 310929.039961574 0 0 0 0 0 0 0 0 0 0 0 0 0 25686.6293000647 0 0 0 0 74960.4910577976 359800.535021749 0 0 0 0 0 0 0 0
"NO-LV" 0 0 0 0 0 0 0 0 8238.00149300727 0 0 0 0 0 0 0 0 0 0 0 0 944.769123218178 0 0 0 0 157754.016997688 0 0 0 385751.928344372 0 0 0 0
"NO-ME" 0 0 0 0 0 228077.827369783 0 0 0 0 0 0 0 78600.8668819613 254496.445778139 0 0 0 0 0 0 0 15729.8111376141 0 0 0 301581.620207824 384627.272395447 0 0 406903.027031667 0 79942.1806657335 0 0
"NO-MK" 0 0 0 0 0 117826.111457558 0 20201.2916968187 0 0 0 0 0 0 217303.174074271 0 0 0 0 0 0 0 0 76880.2662917689 0 0 279854.235080595 458155.016799778 0 0 392725.183916329 0 147360.167409182 0 0
"NO-MT" 113526.111088826 0 0 0 0 27290.7466117019 698813.782716259 353415.966631053 0 0 0 0 0 0 0 0 0 97056.530628547 0 0 0 0 0 0 7593.51417360573 0 190914.766643694 0 0 0 0 0 0 0 0
"NO-NL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 146980.559745568 379792.703883074 0 0 0 0 0 0 0 0
"NO-NO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 639850.055104472 0 0 0 0 0 0 0 0
"NO-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228526.446040859 370564.858105392 0 0 446582.636174749 0 0 0 0
"NO-PT" 0 0 0 0 0 0 0 0 0 0 193990.898253693 0 114617.292770219 0 0 0 0 0 0 0 0 0 0 0 0 0 317785.565233758 0 186526.344678496 0 0 0 0 0 247595.53272401
"NO-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 211764.877133257 703117.030635041 0 227146.86014474 454534.949419867 0 0 0 0
"NO-SE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 193344.039621697 0 0 0 181328.15889715 0 0 0 0
"NO-SI" 235896.72184771 0 0 0 0 240283.723244127 422059.861260366 5677.53592756405 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 215613.741501368 0 0 0 0 42988.5550159976 0 0 0
"NO-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 253003.624207276 579870.392431464 0 0 416398.34747756 0 81293.9364952102 0 0
"NO-TR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 216306.246820771 269137.254503623 0 0 379184.899929968 0 0 285449.203195513 0
"NO-UK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 302759.812904401 0 0 0 0 0 0 0 183274.98170192
"PL-AT" 183950.262045429 0 0 0 0 201979.261359022 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 209958.748592786 0 0 0 0 0 0 0
"PL-BE" 0 91043.6096115574 0 0 0 0 620930.871957355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11842.3551346517 0 323584.493675034 0 0 0 0 0 0 0
"PL-BG" 0 0 134658.646871217 0 0 0 0 0 0 0 0 0 0 0 110632.950071696 0 0 0 0 0 0 0 0 0 0 0 0 281218.460762267 0 465764.194309902 0 0 101086.089171596 0 0
"PL-CH" 0 0 0 119383.277703748 0 282847.601091799 322406.722449163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241587.566815665 0 0 0 0 0 0 0
"PL-CY" 0 0 176005.827274362 0 39058.7168173502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 310217.118607719 0 526456.979824228 0 0 18033.435058895 738143.366386615 0
"PL-CZ" 0 0 0 0 0 86872.7664233856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 256700.198606482 0 0 0 0 0 0 0
"PL-DE" 0 0 0 0 0 0 376785.654836279 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 310783.668286837 0 0 0 0 0 0 0
"PL-DK" 0 0 0 0 0 0 9739.42310199717 78384.1433155301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 407849.418813938 0 0 0 0 0 0 0
"PL-EE" 0 0 0 0 0 0 0 0 76473.7307031002 0 0 0 0 0 0 0 0 0 0 163741.575935756 0 218109.01125315 0 0 0 0 0 328910.591238297 0 0 0 0 0 0 0
"PL-EL" 0 0 58032.5706861173 0 0 0 0 0 0 120055.039216486 0 0 0 0 243510.071589143 0 0 0 0 0 0 0 0 86231.2934499537 0 0 0 264568.593666872 0 200444.217133848 0 0 92207.3224488351 0 0
"PL-ES" 0 0 0 231244.962433192 0 283708.750795895 331232.123325453 0 0 0 330410.585797395 0 654903.06259371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240797.191091054 0 0 0 0 0 0 0
"PL-FI" 0 0 0 0 0 0 0 0 215732.638788325 0 0 356489.405620377 0 0 0 0 0 0 0 48985.5693543637 0 164183.619921673 0 0 0 0 0 312393.656572858 0 0 0 0 0 0 0
"PL-FR" 0 0 0 0 0 238630.552850149 389940.685734685 0 0 0 0 0 417749.610517911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 283259.666732515 0 0 0 0 0 0 0
"PL-HR" 0 0 0 0 0 74190.903802764 0 0 0 0 0 0 0 124438.745969967 176059.792012539 0 0 0 0 0 0 0 0 0 0 0 0 205713.496423656 0 0 0 0 163288.749400828 0 0
"PL-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94386.6193724868 0 0 0 0 0 0 0 0 0 0 0 0 236754.285767685 0 0 0 0 163785.236620492 0 0
"PL-IE" 0 0 0 0 0 0 501973.090849982 0 0 0 0 0 0 0 0 136376.703022335 0 0 0 0 0 0 0 0 0 120333.881426303 0 344728.180948002 0 0 0 0 0 0 425524.1937043
"PL-IS" 0 0 0 0 0 0 0 389590.226519273 0 0 0 0 0 0 0 0 580.72353528696 0 0 0 0 0 0 0 0 0 148936.356054618 385910.982677142 0 0 40431.3652182444 0 0 0 0
"PL-IT" 305934.62144484 0 0 0 0 166406.275606965 0 0 0 0 0 0 0 10972.9324713198 0 0 0 7979.16743154177 0 0 0 0 0 0 0 0 0 212945.813711115 0 0 0 93449.6624519012 0 0 0
"PL-LI" 48613.4751634524 0 0 0 0 255483.672662394 302759.765336953 0 0 0 0 0 0 0 0 0 0 0 4008.96051072458 0 0 0 0 0 0 0 0 262427.316378888 0 0 0 0 0 0 0
"PL-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124268.297507472 0 0 0 0 0 0 0 368374.409603394 0 0 0 0 0 0 0
"PL-LU" 0 0 0 0 0 0 631246.433455071 0 0 0 0 0 0 0 0 0 0 0 0 0 21244.2832199479 0 0 0 0 0 0 310469.89009725 0 0 0 0 0 0 0
"PL-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172155.201618484 0 79149.7507385132 0 0 0 0 0 345985.640540294 0 0 0 0 0 0 0
"PL-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 7421.24147521375 230570.552440542 0 0 0 0 0 0 0 75759.2144772601 0 0 0 0 235956.954170833 0 0 0 0 161573.901738845 0 0
"PL-MK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 232077.858261901 0 0 0 0 0 0 0 0 72858.6314971413 0 0 0 277800.90174505 0 88468.5986022515 0 0 104699.109615648 0 0
"PL-MT" 0 0 0 0 0 36781.4540310221 0 0 0 0 0 0 0 465404.85118724 195874.220307417 0 0 678420.997422449 0 0 0 0 0 0 6246.91147256642 0 0 219624.177920006 0 0 0 0 193921.712543857 0 0
"PL-NL" 0 0 0 0 0 0 539530.133942293 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 93823.554243064 0 326740.622271586 0 0 0 0 0 0 0
"PL-NO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228526.446040859 370564.858105392 0 0 461878.94428342 0 0 0 0
"PL-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 290197.520913955 0 0 0 0 0 0 0
"PL-PT" 0 0 0 0 0 259390.155420986 403009.039614827 0 0 0 368893.40900892 0 810952.520701633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 272737.28847855 4898.52511764232 0 0 0 0 0 0
"PL-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 312617.007335636 0 256663.787191067 0 0 12598.8101197645 0 0
"PL-SE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 367721.355700498 0 0 11732.4101650949 0 0 0 0
"PL-SI" 260198.237826304 0 0 0 0 160392.280357726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 215840.782925022 0 0 0 65772.6304472909 0 0 0
"PL-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 228082.407921553 0 0 0 0 97442.4112354593 0 0
"PL-TR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 327190.451359977 0 454795.230530725 0 0 0 294350.69152443 0
"PL-UK" 0 0 0 0 0 0 521051.506872631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 147869.157529626 0 332089.13318071 0 0 0 0 0 0 55633.8567918247
"PT-AT" 200629.8084611 0 0 265840.472188736 0 0 1806.50494627344 0 0 0 517681.070114952 0 732307.303538383 0 0 0 0 19543.7580051288 0 0 0 0 0 0 0 0 0 0 107354.947309004 0 0 0 0 0 0
"PT-BE" 0 78424.3583673102 0 0 0 0 0 0 0 0 220861.290122432 0 583119.094373711 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 199262.377941686 0 0 0 0 0 0
"PT-BG" 0 0 203164.028199744 0 0 0 0 0 0 0 861616.957989996 0 13969.6083738623 23665.9984319121 0 0 0 254976.240913859 0 0 0 0 151457.5124437 0 0 0 0 0 100189.346011158 0 0 0 0 0 0
"PT-CH" 0 0 0 22553.6837473149 0 0 0 0 0 0 495245.757288408 0 688812.094689164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108620.849574001 0 0 0 0 0 0
"PT-CY" 0 0 0 0 33578.4456950094 0 0 0 0 1745.20907106585 651328.683868158 0 0 0 0 0 0 106582.312682836 0 0 0 0 0 0 0 0 0 0 94449.9785883599 0 0 0 0 14067.4614801394 0
"PT-CZ" 0 0 0 80267.6669652677 0 185962.498240534 428338.544829451 0 0 0 550148.953609809 0 752228.135831271 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108917.115046403 0 0 0 0 0 0
"PT-DE" 0 0 0 0 0 0 5011.91800138282 0 0 0 303545.057544223 0 766224.34414071 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 195391.59899533 0 0 0 0 0 0
"PT-DK" 0 29306.2209683416 0 0 0 0 0 6200.63227819466 0 0 209226.992589398 0 579548.09914879 0 0 0 0 0 0 0 0 0 0 0 0 79280.1624389031 0 0 200210.748756732 0 0 0 0 0 0
"PT-EE" 0 132207.076068503 0 0 0 0 751869.028474258 22014.0099603132 83017.7731309323 0 246428.839564369 0 625425.512914989 0 0 0 0 0 0 0 0 24292.3354181046 0 0 0 12292.5655670859 0 0 184275.23993879 0 0 0 0 0 0
"PT-EL" 0 0 0 0 0 0 0 0 0 323.784885829935 635729.740730045 0 0 0 0 0 0 1679.59787856031 0 0 0 0 0 0 0 0 0 0 95803.7320345163 0 0 0 0 0 0
"PT-ES" 0 0 0 0 0 0 0 0 0 0 364429.988297079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94697.3635217094 0 0 0 0 0 0
"PT-FI" 0 0 0 0 0 0 0 313650.108425857 0 0 209309.550252686 2182.1379480842 842936.564739458 0 0 0 0 0 0 0 0 0 0 0 0 20317.9813132359 0 0 199087.069177716 0 490795.680116167 0 0 0 0
"PT-FR" 0 0 0 0 0 0 0 0 0 0 325464.233400941 0 400429.138440083 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185384.093458081 0 0 0 0 0 0
"PT-HR" 0 0 0 0 0 0 0 0 0 0 601948.454066504 0 609333.191936334 39741.7556902382 0 0 0 522484.147790643 0 0 0 0 0 0 0 0 0 0 101669.861294662 0 0 0 0 0 0
"PT-HU" 163286.298361336 0 0 0 0 0 0 0 0 0 535119.003586749 0 652995.56469801 0 219180.969288018 0 0 570320.476923975 0 0 0 0 0 0 0 0 0 0 108024.698805097 0 0 39822.7939419097 0 0 0
"PT-IE" 0 0 0 0 0 0 0 0 0 0 207621.735178502 0 0 0 0 145465.043753828 0 0 0 0 0 0 0 0 0 0 0 0 164587.22785779 0 0 0 0 0 0
"PT-IS" 0 0 0 0 0 0 0 0 0 0 136415.195739343 0 0 0 0 0 146093.251590742 0 0 0 0 0 0 0 0 0 0 0 192908.863545822 0 0 0 0 0 0
"PT-IT" 0 0 0 0 0 0 0 0 0 0 752511.772506493 0 92456.8331902697 0 0 0 0 128814.38139783 0 0 0 0 0 0 0 0 0 0 100488.811773801 0 0 0 0 0 0
"PT-LI" 0 0 0 281277.173673402 0 0 0 0 0 0 501127.027094002 0 691309.412191772 0 0 0 0 0 3755.30190082184 0 0 0 0 0 0 0 0 0 108605.51618333 0 0 0 0 0 0
"PT-LT" 0 0 0 0 0 0 665700.608604798 0 0 0 280740.692169047 0 752786.982333535 0 0 0 0 0 0 90256.9005523008 0 0 0 0 0 0 0 426586.409975485 195151.270960101 0 0 0 0 0 0
"PT-LU" 0 24272.6134770458 0 0 0 0 0 0 0 0 264403.736121572 0 670458.723557245 0 0 0 0 0 0 0 19915.6942766817 0 0 0 0 0 0 0 191670.356784921 0 0 0 0 0 0
"PT-LV" 0 34660.5031158686 0 0 0 0 689970.799693481 0 0 0 261303.68458059 0 655478.229062506 0 0 0 0 0 0 134871.238931392 34845.1517367461 129039.583376591 0 0 0 0 0 501119.002154202 190678.601505807 0 0 0 0 0 0
"PT-ME" 0 0 0 0 0 0 0 0 0 0 846598.625848702 0 10884.6095323108 15472.2899510203 0 0 0 27342.1123203613 0 0 0 0 64588.4358347732 0 0 0 0 0 99636.333827695 0 0 0 0 0 0
"PT-MK" 0 0 0 0 0 0 0 0 0 0 841047.247823736 0 2066.33326902109 0 0 0 0 250445.479844708 0 0 0 0 0 98718.8768647427 0 0 0 0 96312.5153040745 0 0 0 0 0 0
"PT-MT" 0 0 0 0 0 0 0 0 0 0 566147.988404357 0 0 0 0 0 0 0 0 0 0 0 0 0 9840.54541998864 0 0 0 93256.8190536263 0 0 0 0 0 0
"PT-NL" 0 117376.182254997 0 0 0 0 0 0 0 0 212336.386704993 0 587641.151050656 0 0 0 0 0 0 0 0 0 0 0 0 3229.89735207499 0 0 202724.923476523 0 0 0 0 0 0
"PT-NO" 0 0 0 0 0 0 0 0 0 0 193990.898253693 0 114617.292770219 0 0 0 0 0 0 0 0 0 0 0 0 0 80106.5120967994 0 186526.344678496 0 0 0 0 0 17026.7116026407
"PT-PL" 0 0 0 0 0 259390.155420986 403009.039614827 0 0 0 560756.884440944 0 810952.520701633 0 0 0 0 0 0 0 0 0 0 0 0 0 0 272737.28847855 127581.813701222 0 0 0 0 0 0
"PT-PT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 287685.563764817 0 0 0 0 0 0
"PT-RO" 0 0 0 0 0 0 0 0 0 0 592408.309231783 0 597574.84873504 331469.015560641 66778.1745261205 0 0 430807.233334258 0 0 0 0 0 0 0 0 0 0 102775.704589227 359525.262977526 0 3409.97331374126 0 0 0
"PT-SE" 0 0 0 0 0 0 0 172473.026751874 0 0 208944.707733363 0 6033.22853573993 0 0 0 0 0 0 0 0 0 0 0 0 157.997653815563 0 0 197928.939409143 0 275451.775708569 0 0 0 0
"PT-SI" 0 0 0 0 0 0 0 0 0 0 557266.03872498 0 652500.021654421 0 0 0 0 535078.095744684 0 0 0 0 0 0 0 0 0 0 104598.810296051 0 0 92748.1493206961 0 0 0
"PT-SK" 525828.735387716 0 0 248285.724226829 0 0 14405.2440860797 0 0 0 518533.937968473 0 729501.053394185 0 0 0 0 6397.06727763737 0 0 0 0 0 0 0 0 0 0 107586.8037038 0 0 0 194326.382710664 0 0
"PT-TR" 0 0 71284.23669031 0 0 0 0 0 0 212521.362481108 845649.314154532 0 78974.3117412806 0 0 0 0 247669.337725175 0 0 0 0 3437.78205786041 203684.149166722 0 0 0 0 96515.1724605909 0 0 0 0 99237.4321301504 0
"PT-UK" 0 0 0 0 0 0 0 0 0 0 201222.380187362 0 8596.0846317732 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 167023.726888579 0 0 0 0 0 94694.7023907139
"RO-AT" 199449.162236598 0 0 0 0 0 0 0 0 0 0 0 0 0 381725.255484833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 278096.902900557 0 0 0 0 0
"RO-BE" 137610.94139041 128741.552775593 0 0 0 194946.184341105 473888.061151087 0 0 0 0 0 0 0 245000.540659964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 267785.620827581 0 0 150176.212502266 0 0
"RO-BG" 0 0 128566.633602233 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 270608.055458201 0 0 0 0 0
"RO-CH" 351393.286171198 0 0 12540.0744208809 0 0 0 0 0 0 0 0 0 0 380589.813785358 0 0 75962.6825942448 0 0 0 0 0 0 0 0 0 0 0 289203.386514429 0 17230.870637275 0 0 0
"RO-CY" 0 0 177626.88964846 0 38914.4369991383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 267932.478023698 0 0 0 736747.07509375 0
"RO-CZ" 0 0 0 0 0 192335.153284749 0 0 0 0 0 0 0 0 167902.594359691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268226.764304106 0 0 182569.653007942 0 0
"RO-DE" 0 0 0 0 0 351346.277648926 204631.576525777 0 0 0 0 0 0 0 213256.005057026 0 0 0 0 0 0 0 0 0 0 0 0 0 0 269684.593347348 0 0 182838.835099461 0 0
"RO-DK" 0 0 0 0 0 0 14928.1299476386 9555.59222623242 0 0 0 0 0 0 22830.3682554106 0 0 0 0 0 0 0 0 0 0 0 0 651821.323749001 0 256238.385028524 0 0 124779.269002767 0 0
"RO-EE" 0 0 0 0 0 0 0 0 85304.8670234134 0 0 0 0 0 0 0 0 0 0 206649.043379052 0 198711.982129419 0 0 0 0 0 0 0 177284.273075276 0 0 0 0 0
"RO-EL" 0 0 250112.238759689 0 0 0 0 0 0 89387.6107747736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 270192.505643759 0 0 0 0 0
"RO-ES" 0 0 0 0 0 0 0 0 0 0 33758.6522689554 0 107583.651767801 236001.232806061 0 0 0 212148.956643413 0 0 0 0 0 0 0 0 0 0 0 339270.790840522 0 0 0 0 0
"RO-FI" 0 0 0 0 0 0 0 0 166423.535285505 0 0 1742.40817827347 0 0 0 0 0 0 0 246128.373518429 0 183123.310869266 0 0 0 0 0 0 0 175700.101322381 0 0 0 0 0
"RO-FR" 338266.317695627 0 0 310050.194350324 0 0 0 0 0 0 0 0 269169.499096474 0 378325.854426762 0 0 82425.992009735 0 0 0 0 0 0 0 0 0 0 0 289767.934980684 0 26425.6261946791 0 0 0
"RO-HR" 0 0 0 0 0 0 0 0 0 0 0 0 0 206069.848162705 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 339391.259665831 0 0 0 0 0
"RO-HU" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 185790.271468591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 277562.218053878 0 0 0 0 0
"RO-IE" 0 0 0 0 0 381955.270895066 452009.325068633 0 0 0 0 0 0 0 202039.965765412 141322.330815249 0 0 0 0 0 0 0 0 0 161430.635479608 0 0 0 270076.681027712 0 0 189313.292537513 0 396790.015646665
"RO-IS" 0 0 0 0 0 0 5772.64731191576 91221.9596493526 0 0 0 0 0 0 10853.8333647453 0 181.461369836952 0 0 0 0 0 0 0 0 0 14957.7794362556 676138.343269735 0 257977.828553395 0 0 113811.198938306 0 0
"RO-IT" 0 0 0 0 0 0 0 0 0 0 0 0 0 8445.59865643305 0 0 0 97530.5532264903 0 0 0 0 0 0 0 0 0 0 0 334638.212273017 0 0 0 0 0
"RO-LI" 504191.752218204 0 0 0 0 0 0 0 0 0 0 0 0 0 387294.954630274 0 0 0 5201.83211067471 0 0 0 0 0 0 0 0 0 0 288290.049809147 0 0 0 0 0
"RO-LT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 156253.703189715 0 0 0 0 0 0 0 0 0 184540.898620471 0 0 0 0 0
"RO-LU" 219321.468123948 0 0 0 0 31266.3315529651 543060.899865929 0 0 0 0 0 0 0 240241.945106282 0 0 0 0 0 30232.1106008621 0 0 0 0 0 0 0 0 272798.76647584 0 0 126270.924312387 0 0
"RO-LV" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 249394.034992383 0 51861.9219517005 0 0 0 0 0 0 0 175722.735303001 0 0 0 0 0
"RO-ME" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58156.0074066376 0 0 0 0 0 0 294392.21795389 0 0 0 0 0
"RO-MK" 0 0 189590.908269857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 91067.8960578648 0 0 0 0 0 293522.075611646 0 0 0 0 0
"RO-MT" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51126.9106467552 0 0 0 0 0 0 5628.2621804341 0 0 0 0 278899.960828388 0 0 0 0 0
"RO-NL" 0 0 0 0 0 400690.025975256 459829.562451379 0 0 0 0 0 0 0 176079.686425066 0 0 0 0 0 0 0 0 0 0 78576.040347254 0 0 0 265969.751199768 0 0 182618.496603995 0 0
"RO-NO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 211764.877133257 905316.92919631 0 227146.86014474 488214.7237781 0 0 0 0
"RO-PL" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5889.9945793494 0 256663.787191067 0 0 44408.6035299215 0 0
"RO-PT" 0 0 0 0 0 0 0 0 0 0 592408.309231783 0 597574.84873504 277771.330004942 3962.97292965215 0 0 430807.233334258 0 0 0 0 0 0 0 0 0 0 102775.704589227 359525.262977526 0 43784.5994691225 0 0 0
"RO-RO" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 256334.234365948 0 0 0 0 0
"RO-SE" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 559178.023604193 0 216887.186340799 1946.28597723984 0 0 0 0
"RO-SI" 0 0 0 0 0 0 0 0 0 0 0 0 0 109532.608550301 312503.909624625 0 0 0 0 0 0 0 0 0 0 0 0 0 0 302816.317259321 0 61204.3912966762 0 0 0
"RO-SK" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 153299.66056024 0 0 0 0 0 0 0 0 0 0 0 0 0 0 272240.627279385 0 0 80825.5182894633 0 0
"RO-TR" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 377760.32763816 0 0 0 299235.572976442 0
"RO-UK" 0 0 0 0 0 410153.322491631 471834.539106958 0 0 0 0 0 0 0 202754.522304221 0 0 0 0 0 0 0 0 0 0 134172.996140095 0 0 0 270373.638222218 0 0 159583.393399323 0 248257.14258191
"SE-AT" 116913.348524889 0 0 0 0 238269.390772728 278346.560559155 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67434.2196378883 0 0 365609.816494395 0 0 0 0
"SE-BE" 0 82967.319445311 0 0 0 0 17362.3701332664 218737.059735251 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243854.327112234 0 0 0 0 285768.676388503 0 0 0 0
